time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,2792,313.2,428,15.3,c,c,436,15.6,2587,290.2,379,14.7
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Referrals and Re-referrals,4061,718.4,909,22.4,274,6.7,1641,40.4,3570,631.6,760,21.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Referrals and Re-referrals,4712,646.1,751,15.9,1003,21.3,703,14.9,4334,594.3,661,15.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Referrals and Re-referrals,4513,622.6,986,21.8,339,7.5,1302,28.8,4027,555.6,841,20.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Referrals and Re-referrals,4987,554.2,976,19.6,419,8.4,1014,20.3,4374,486.1,787,18
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Referrals and Re-referrals,4116,514.4,722,17.5,479,11.6,1775,43.1,3741,467.5,635,17
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Referrals and Re-referrals,4775,584.3,1059,22.2,528,11.1,887,18.6,4217,516,862,20.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Referrals and Re-referrals,3443,524.6,535,15.5,156,4.5,1384,40.2,3212,489.4,473,14.7
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Referrals and Re-referrals,3102,534.2,516,16.6,53,1.7,1170,37.7,2854,491.5,451,15.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Referrals and Re-referrals,3167,541,614,19.4,0,0,949,30,2905,496.3,539,18.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Referrals and Re-referrals,4058,570.8,709,17.5,36,0.9,1708,42.1,3682,517.9,614,16.7
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Referrals and Re-referrals,3367,510.2,696,20.7,617,18.3,169,5,2952,447.3,555,18.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Referrals and Re-referrals,1393,382.5,195,14,11,0.8,393,28.2,1322,363,185,14
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Referrals and Re-referrals,2335,497.1,498,21.3,134,5.7,1133,48.5,2079,442.6,435,20.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Referrals and Re-referrals,4099,537.5,771,18.8,202,4.9,1035,25.3,3743,490.8,666,17.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Referrals and Re-referrals,1234,281.6,215,17.4,6,0.5,255,20.7,1142,260.6,192,16.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Referrals and Re-referrals,1647,336.3,235,14.3,39,2.4,517,31.4,1569,320.4,226,14.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Referrals and Re-referrals,5015,801.8,1143,22.8,384,7.7,1216,24.2,4499,719.3,970,21.6
2022,Reporting year,National,E92000001,England,,,,,,Referrals and Re-referrals,650270,552.9,139500,21.5,49430,7.6,187390,28.8,576420,490.1,116180,20.2
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Referrals and Re-referrals,34390,655.2,7050,20.5,420,1.2,10170,29.6,30690,584.7,6040,19.7
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Referrals and Re-referrals,86130,551.4,18990,22,7310,8.5,21840,25.4,76500,489.8,15900,20.8
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Referrals and Re-referrals,68380,596.4,13920,20.4,3970,5.8,20500,30,61310,534.7,11790,19.2
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Referrals and Re-referrals,58400,589.7,13510,23.1,7530,12.9,21420,36.7,50110,506,10970,21.9
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Referrals and Re-referrals,65670,508.4,12560,19.1,2030,3.1,21720,33.1,59600,461.4,10940,18.4
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Referrals and Re-referrals,43610,327.8,8210,18.8,2690,6.2,13810,31.7,39410,296.2,6970,17.7
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Referrals and Re-referrals,113320,598.8,20350,18,9270,8.2,32810,29,102770,543,17480,17
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Referrals and Re-referrals,124010,640.5,32160,25.9,12370,10,28220,22.8,106380,549.4,25380,23.9
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Referrals and Re-referrals,56370,518.5,12740,22.6,3850,6.8,16900,30,49660,456.8,10730,21.6
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Referrals and Re-referrals,43070,660.5,7770,18,3410,7.9,12440,28.9,38950,597.4,6630,17
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Referrals and Re-referrals,70250,566.3,12580,17.9,5860,8.3,20370,29,63810,514.4,10850,17
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Referrals and Re-referrals,4884,493.5,895,18.3,0,0,1061,21.7,4459,450.6,777,17.4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Referrals and Re-referrals,1014,455.7,111,10.9,24,2.4,201,19.8,955,429.2,103,10.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Referrals and Re-referrals,2374,616.7,354,14.9,119,5,800,33.7,2203,572.2,323,14.7
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Referrals and Re-referrals,1970,991.5,421,21.4,c,c,291,14.8,1736,873.8,354,20.4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Referrals and Re-referrals,4613,1379.4,1204,26.1,46,1,1562,33.9,4009,1198.8,1004,25
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Referrals and Re-referrals,3907,679,869,22.2,0,0,1888,48.3,3450,599.6,733,21.2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Referrals and Re-referrals,1803,430.9,314,17.4,40,2.2,520,28.8,1644,392.9,277,16.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Referrals and Re-referrals,2748,470.3,429,15.6,28,1,916,33.3,2528,432.7,398,15.7
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Referrals and Re-referrals,1802,662.8,333,18.5,c,c,135,7.5,1662,611.3,301,18.1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Referrals and Re-referrals,2362,795.3,475,20.1,153,6.5,719,30.4,2084,701.7,418,20.1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Referrals and Re-referrals,3624,839.3,1000,27.6,c,c,1088,30,3042,704.5,784,25.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Referrals and Re-referrals,3289,608.8,649,19.7,c,c,987,30,2922,540.9,566,19.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Referrals and Re-referrals,1684,423.7,302,17.9,54,3.2,572,34,1518,381.9,264,17.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Referrals and Re-referrals,3122,1122.6,900,28.8,0,0,1231,39.4,2603,936,702,27
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Referrals and Re-referrals,5675,794.9,1498,26.4,1694,29.9,472,8.3,4800,672.4,1151,24
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Referrals and Re-referrals,3370,770.2,807,23.9,346,10.3,1160,34.4,2848,650.9,644,22.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Referrals and Re-referrals,1951,248.8,286,14.7,97,5,325,16.7,1853,236.3,271,14.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Referrals and Re-referrals,3211,462.5,717,22.3,344,10.7,919,28.6,2847,410.1,595,20.9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Referrals and Re-referrals,4267,472.1,1004,23.5,372,8.7,1332,31.2,3719,411.5,792,21.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Referrals and Re-referrals,1779,646.1,307,17.3,72,4,627,35.2,1647,598.1,273,16.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,1392,411.3,270,19.4,97,7,253,18.2,1264,373.5,231,18.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,6422,256.2,1224,19.1,406,6.3,1213,18.9,5879,234.5,1086,18.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,5661,610.6,1232,21.8,573,10.1,1344,23.7,5102,550.3,1070,21
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,7872,621.8,1752,22.3,812,10.3,887,11.3,7060,557.7,1512,21.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,5107,827.1,1063,20.8,345,6.8,1262,24.7,4570,740.1,913,20
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,4629,846.7,1363,29.4,836,18.1,812,17.5,3975,727.1,1063,26.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,3486,594.3,582,16.7,15,0.4,1196,34.3,3220,549,501,15.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,4156,784.1,823,19.8,c,c,1824,43.9,3687,695.6,716,19.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,2267,618,499,22,206,9.1,737,32.5,2003,546,400,20
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,3816,610.4,736,19.3,153,4,1056,27.7,3472,555.4,647,18.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,3534,691.1,699,19.8,73,2.1,1160,32.8,3169,619.7,629,19.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,2134,389.8,456,21.4,79,3.7,498,23.3,1887,344.7,379,20.1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1983,460.7,454,22.9,86,4.3,558,28.1,1797,417.5,391,21.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,5370,789.4,1317,24.5,514,9.6,1553,28.9,4709,692.2,1094,23.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,3244,495.5,698,21.5,136,4.2,851,26.2,2871,438.5,574,20
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2808,560.7,511,18.2,17,0.6,453,16.1,2601,519.3,465,17.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,12098,861,3130,25.9,532,4.4,5095,42.1,10483,746.1,2547,24.3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,2375,527.4,484,20.4,0,0,314,13.2,2151,477.7,434,20.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Referrals and Re-referrals,3521,549.3,245,7,379,10.8,1139,32.3,3276,511.1,227,6.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,2305,374.9,375,16.3,22,1,83,3.6,2105,342.3,328,15.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Referrals and Re-referrals,4502,762.4,832,18.5,70,1.6,1089,24.2,4141,701.3,741,17.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Referrals and Re-referrals,3298,337.3,510,15.5,157,4.8,616,18.7,3026,309.5,477,15.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Referrals and Re-referrals,12577,737.3,2986,23.7,1803,14.3,5528,44,10933,641,2380,21.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,3222,975.9,894,27.7,0,0,580,18,2755,834.4,731,26.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,1665,488.7,253,15.2,0,0,766,46,1553,455.9,234,15.1
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Referrals and Re-referrals,4507,396,715,15.9,c,c,899,19.9,4152,364.8,639,15.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Referrals and Re-referrals,2956,524.6,537,18.2,37,1.3,926,31.3,2734,485.2,471,17.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,6509,579.5,1132,17.4,647,9.9,1705,26.2,5957,530.4,985,16.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,4445,603.3,969,21.8,114,2.6,1304,29.3,4025,546.3,825,20.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,1589,458.3,347,21.8,183,11.5,0,0,1413,407.5,305,21.6
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,4822,823,1124,23.3,492,10.2,1481,30.7,4232,722.3,959,22.7
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,10226,674.6,2873,28.1,238,2.3,4080,39.9,8738,576.5,2339,26.8
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,2286,263.8,351,15.4,132,5.8,658,28.8,2131,245.9,313,14.7
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,4899,348.1,960,19.6,315,6.4,835,17,4378,311.1,812,18.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,6860,475.6,1461,21.3,519,7.6,2725,39.7,6145,426,1225,19.9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Referrals and Re-referrals,7024,887.1,1506,21.4,2753,39.2,2116,30.1,5518,696.9,1120,20.3
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,4383,665,841,19.2,181,4.1,1703,38.9,3983,604.3,738,18.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,10532,644.7,2957,28.1,0,0,5771,54.8,9048,553.9,2401,26.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,131,163.6,14,10.7,9,6.9,21,16,122,152.3,14,11.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Referrals and Re-referrals,7234,786.2,1421,19.6,2888,39.9,2027,28,5813,631.8,1052,18.1
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,15682,547.6,2999,19.1,332,2.1,6597,42.1,14221,496.6,2595,18.2
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,4987,653,1232,24.7,6,0.1,1314,26.3,4438,581.1,1020,23
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,3857,563.5,778,20.2,53,1.4,622,16.1,3472,507.3,679,19.6
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,2308,682.9,63,2.7,c,c,53,2.3,2308,682.9,63,2.7
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,4454,524.8,857,19.2,c,c,1083,24.3,4100,483.1,767,18.7
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,1887,323,261,13.8,98,5.2,234,12.4,1745,298.7,240,13.8
